UNU_Key,Year,Exp_kg,Exp_sup,Imp_kg,Imp_sup,Avg
0301,1998,2407200.0,8963111,5782100.0,15159207,0.3394905912441748
0301,1999,2730900.0,3965708,7828100.0,15303451,0.5479740968456381
0301,2000,6310800.0,22694271,20529300.0,94566154,0.22889308136142267
0301,2001,9602700.0,57831060,32649700.0,261618805,0.13226613822485103
0301,2002,5132500.0,18033119,20490400.0,99356846,0.21827163846586034
0301,2003,4637500.0,16331804,13760100.0,65086673,0.2259634505322422
0301,2004,3391200.0,13547793,14466400.0,69058766,0.21617653871770642
0301,2005,3728100.0,17723948,15271000.0,88224428,0.17932412668600037
0301,2006,38808300.0,67750055,85849900.0,178650763,0.505916339936826
0301,2007,43530800.0,74893406,90215700.0,325610430,0.3339456154422451
0301,2008,19984500.0,78079276,99825300.0,180730185,0.4629266624839499
0301,2009,29639900.0,60515778,69941500.0,169288775,0.43333084005520117
0301,2010,24841145.0,59942105,70000189.0,149443501,0.45295059107358127
0301,2011,226412417.0,354113706,374906745.0,699858745,0.570526451075143
0301,2012,192843883.0,306565328,324040740.0,623722900,0.555617718727061
0301,2013,195899205.0,259822335,342348624.0,588842998,0.634228603514785
0301,2014,182027299.0,247534042,297914122.0,548173487,0.6031631014012939
0301,2015,221598555.0,275003106,391493406.0,596927954,0.7031427014424741
0301,2016,207369116.0,272321624,328869988.0,549676700,0.6523603374159678
0301,2017,196504055.0,273191757,301211690.0,514739135,0.6316743638984014
0301,2018,190557068.0,278289193,349388865.0,538292697,0.6612269260588182
0302,2006,176062300.0,41507295,226275900.0,48064180,4.491811706796165
0302,2007,274503100.0,56858151,239592000.0,39834831,5.31677779882722
0302,2008,238978300.0,37073165,233825500.0,57338076,5.007918495637612
0302,2009,268852000.0,33026529,245955800.0,43392221,6.736668684059867
0302,2010,287621576.0,33053921,318162045.0,38803302,8.430378961346724
0302,2011,263626759.0,30908777,294346356.0,37200709,8.19229666481406
0302,2012,168563212.0,26134686,266966203.0,34198311,7.218759827230197
0302,2013,210219188.0,27905808,263692096.0,36606147,7.346100176316157
0302,2014,223525159.0,36696532,333544956.0,43825015,6.918273875190202
0302,2015,200795768.0,36801312,332939939.0,46166571,6.433039963186719
0302,2016,229733401.0,53886202,345402519.0,50510406,5.509143745360002
0302,2017,254647968.0,43916791,311579778.0,56403414,5.644204435188305
0302,2018,270162777.0,45080792,357523971.0,59334358,6.011452820783191
0303,1996,12160500.0,3085438,17598300.0,4611958,3.8660866609954847
0303,1997,12103700.0,2627238,18239400.0,4569379,4.216300520091593
0303,2000,25141900.0,5897245,45661000.0,13883053,3.5794657896458384
0303,2001,32055600.0,9191289,48799800.0,14101230,3.4713033828586766
0303,2002,36871300.0,7893704,54287900.0,14702649,4.034243933080705
0303,2003,58211500.0,10741221,89288700.0,21948008,4.512195744965413
0303,2004,50234000.0,11878915,95514200.0,24698427,3.9846580432224954
0303,2005,76216800.0,24479991,167056500.0,41005127,3.7149402403153644
0303,2006,53633900.0,23821698,122401900.0,42648485,2.6483423402038775
0303,2007,75961800.0,31483354,151971800.0,54718407,2.644187280582354
0303,2008,74238400.0,47678787,237226400.0,86663914,2.3184348511795965
0303,2009,152272600.0,57338612,234961400.0,72979706,2.9714471913303853
0303,2010,152122406.0,48155522,301471723.0,91429535,3.2495894528309
0303,2011,130308298.0,47030247,274069632.0,100408792,2.7426788233474584
0303,2012,134622028.0,59802837,271999144.0,125791143,2.190917895073967
0303,2013,60840713.0,33901041,170036333.0,110261079,1.6015097863433196
0303,2014,73951639.0,41470750,195407808.0,117922081,1.6899094225887739
0303,2015,83817556.0,42584413,190357303.0,106727003,1.8362618635938728
0303,2016,72723842.0,34709391,170064008.0,94591296,1.8776996134599038
0303,2017,76214546.0,36772846,167293446.0,98908481,1.7947052655226463
0303,2018,168239592.0,58508557,279976919.0,121138362,2.4949857948858005
0304,2007,183675400.0,29573894,312972600.0,56777473,5.751478143941832
